CustomerID,CustomerName,Postcode,JoinDate,LastVisitDate,TotalVisits,AvgBasketValue,TotalSpend,CategoryCount,TopCategory,SecondCategory,ThirdCategory,DaysSinceLastVisit,RetentionScore,Segment,OnlineOrders,InStoreVisits,PromotionRedemptions,LoyaltyPoints,PrevMonthSpend,SpendChange,NationalAvgBasket,NationalAvgVisits
CUST-01935,Henry Ramirez,2085,2025-09-26,2025-10-05,13,79.53,1033.89,4,Weight Management,Health Devices,Prescription,147,16,At-Risk,0,13,7,1481,249.22,16.6,41.56,35
CUST-01936,Joshua Long,2050,2024-02-25,2026-02-22,50,139.74,6987.00,8,Health Devices,Prescription,Personal Care,7,90,Power Shoppers,5,45,5,8675,227.46,-9.0,39.59,34
CUST-01937,Jack Lee,2125,2025-12-29,2026-02-26,7,26.10,182.70,3,Fragrance,Digestive Health,Beauty & Skincare,3,51,New Customers,0,7,2,179,36.13,8.1,45.34,26
CUST-01938,Jasmine Robinson,2170,2024-11-04,2026-02-22,67,75.11,5032.37,6,Fragrance,Beauty & Skincare,Sun Care,7,83,Power Shoppers,20,47,5,6751,326.41,12.3,38.10,19
CUST-01939,Violet Kumar,2205,2024-01-23,2026-02-25,74,64.10,4743.40,11,Sun Care,OTC Medicines,Baby & Child,4,85,Power Shoppers,15,59,15,6030,106.98,0.0,41.03,24
CUST-01940,Kaylee Kelly,2155,2023-10-11,2026-02-28,116,116.96,13567.36,5,Vitamins & Supplements,Sun Care,Beauty & Skincare,1,80,Power Shoppers,11,105,2,18167,177.94,11.7,46.44,26
CUST-01941,Quinn Kennedy,2230,2024-12-08,2026-01-17,21,44.53,935.13,2,Allergy & Sinus,First Aid,,43,37,Occasional Visitors,3,18,10,754,168.07,-11.0,34.32,26
CUST-01942,Madelyn Fitzgerald,2220,2025-08-19,2026-02-02,9,21.71,195.39,3,Fragrance,Prescription,Eye Care,27,49,Occasional Visitors,1,8,0,227,26.08,-16.9,33.56,21
CUST-01943,Natalie Young,2220,2026-01-20,2026-02-22,1,21.02,21.02,2,Digestive Health,Fragrance,,7,70,New Customers,3,-2,1,24,57.86,15.9,41.47,21
CUST-01944,Lyla Adams,2040,2025-10-17,2026-01-10,7,43.10,301.70,3,Oral Care,Personal Care,Fragrance,50,25,Occasional Visitors,3,4,6,353,86.94,0.5,35.68,18
CUST-01945,Jasmine Torres,2120,2024-11-28,2026-02-12,28,45.07,1261.96,5,OTC Medicines,Prescription,First Aid,17,75,Regular Shoppers,5,23,14,1429,70.02,13.1,42.46,29
CUST-01946,Natalie Kavanagh,2100,2024-12-18,2026-02-22,58,107.92,6259.36,8,Personal Care,OTC Medicines,Weight Management,7,86,Power Shoppers,7,51,2,6611,505.49,13.5,46.36,30
CUST-01947,Kinsley Scott,2230,2024-10-29,2026-02-04,22,22.49,494.78,4,Oral Care,Digestive Health,Weight Management,25,46,Occasional Visitors,3,19,3,469,35.34,-12.6,47.01,34
CUST-01948,Emma Daly,2085,2024-08-10,2026-02-09,41,60.19,2467.79,6,Eye Care,Health Devices,Weight Management,20,69,Regular Shoppers,1,40,5,2404,252.82,-4.9,38.06,26
CUST-01949,Brianna Rivera,2145,2024-10-16,2026-02-19,34,38.40,1305.60,3,Personal Care,Weight Management,Oral Care,10,54,Regular Shoppers,3,31,10,1365,105.44,14.2,35.78,31
CUST-01950,Layla Moore,2125,2024-03-01,2025-10-09,48,37.53,1801.44,2,Oral Care,Eye Care,,143,8,At-Risk,5,43,2,1834,84.43,23.3,34.01,20
CUST-01951,Sadie Clark,2100,2024-05-30,2026-02-26,24,73.00,1752.00,8,Health Devices,Sun Care,Baby & Child,3,64,Regular Shoppers,0,24,12,2256,148.02,-10.4,39.90,26
CUST-01952,Brianna Wang,2170,2024-11-15,2026-01-24,14,18.77,262.78,2,OTC Medicines,Allergy & Sinus,,36,38,Occasional Visitors,5,9,1,330,62.88,9.9,42.85,32
CUST-01953,Quinn Robinson,2120,2026-01-23,2026-02-02,4,39.03,156.12,3,Eye Care,Sun Care,Prescription,27,61,New Customers,5,-1,3,196,77.36,-1.5,42.80,33
CUST-01954,Willow McCarthy,2170,2025-12-20,2026-02-23,2,42.79,85.58,2,Beauty & Skincare,First Aid,,6,44,New Customers,3,-1,2,106,53.89,-26.5,46.37,23
CUST-01955,Brianna Roberts,2085,2025-05-20,2026-02-27,51,133.60,6813.60,7,Digestive Health,Health Devices,Beauty & Skincare,2,82,Power Shoppers,12,39,4,9782,620.98,-4.8,35.00,32
CUST-01956,Joshua Smith,2205,2025-11-26,2026-02-25,35,42.11,1473.85,5,Fragrance,OTC Medicines,Sun Care,4,76,Regular Shoppers,1,34,15,1354,81.91,-4.0,45.93,23
CUST-01957,Claire Burke,2220,2026-02-06,2026-01-31,5,63.89,319.45,1,Beauty & Skincare,,,29,50,New Customers,2,3,0,460,172.73,-7.5,37.86,22
CUST-01958,Katherine McCarthy,2228,2025-12-17,2026-02-18,8,37.38,299.04,4,Eye Care,Weight Management,Allergy & Sinus,11,44,New Customers,2,6,3,243,85.95,25.9,35.39,29
CUST-01959,Gabriella Duffy,2205,2025-01-18,2026-02-27,87,133.77,11637.99,10,Personal Care,Prescription,Eye Care,2,89,Power Shoppers,19,68,0,14594,279.25,26.8,41.18,22
CUST-01960,Bella Nelson,2205,2025-08-20,2026-01-13,15,35.53,532.95,4,Digestive Health,Beauty & Skincare,Allergy & Sinus,47,44,Occasional Visitors,3,12,3,544,159.86,-17.1,45.38,19
CUST-01961,Trinity McCarthy,2140,2025-07-27,2026-02-28,76,112.85,8576.60,10,OTC Medicines,Baby & Child,Prescription,1,95,Power Shoppers,2,74,0,7895,355.85,25.1,38.08,24
CUST-01962,Jack Dunne,2010,2025-04-23,2025-10-07,15,71.55,1073.25,3,Health Devices,Weight Management,Fragrance,145,28,At-Risk,1,14,7,1544,222.04,-18.4,32.77,30
CUST-01963,Brianna Lynch,2000,2024-08-03,2026-02-10,30,38.75,1162.50,5,Personal Care,Prescription,Sun Care,19,64,Regular Shoppers,0,30,14,1553,112.52,14.2,35.55,21
CUST-01964,Sofia Garcia,2085,2025-01-25,2026-02-18,22,41.58,914.76,5,Health Devices,OTC Medicines,Personal Care,11,58,Regular Shoppers,4,18,9,965,86.10,10.8,33.74,24
CUST-01965,Sydney O'Neill,2228,2025-03-22,2026-01-07,5,19.30,96.50,2,Allergy & Sinus,Fragrance,,53,36,Occasional Visitors,1,4,1,104,59.39,17.6,38.05,33
CUST-01966,Eleanor Wright,2153,2024-07-13,2025-11-04,30,62.41,1872.30,3,Weight Management,Prescription,OTC Medicines,117,22,At-Risk,1,29,6,2005,101.19,11.9,40.31,29
CUST-01967,Violet Moore,2234,2025-08-18,2025-10-28,25,67.38,1684.50,3,Prescription,Fragrance,Weight Management,124,5,At-Risk,1,24,0,2479,232.07,12.7,44.45,22
CUST-01968,Kinsley Sanchez,2070,2025-08-22,2026-01-17,18,21.66,389.88,1,Eye Care,,,43,41,Occasional Visitors,0,18,4,499,36.87,-9.1,45.75,35
CUST-01969,Noah Long,2150,2025-10-10,2026-01-13,8,18.94,151.52,4,Allergy & Sinus,Vitamins & Supplements,Weight Management,47,50,Occasional Visitors,3,5,8,208,86.97,15.8,37.56,34
CUST-01970,Violet Mitchell,2065,2025-06-08,2026-02-11,16,30.29,484.64,4,Oral Care,Baby & Child,Sun Care,18,37,Occasional Visitors,2,14,2,651,118.27,27.7,45.81,26
CUST-01971,Melody Garcia,2020,2024-11-24,2026-02-16,20,42.23,844.60,5,Beauty & Skincare,Fragrance,Eye Care,13,58,Regular Shoppers,3,17,1,1049,141.79,8.2,42.11,30
CUST-01972,Vivian Murphy,2030,2025-07-17,2026-02-15,18,31.84,573.12,3,Sun Care,Beauty & Skincare,Digestive Health,14,39,Occasional Visitors,4,14,0,857,128.05,24.3,34.90,32
CUST-01973,William Zhang,2170,2025-08-13,2026-02-11,45,69.08,3108.60,6,Vitamins & Supplements,Fragrance,Digestive Health,18,50,Regular Shoppers,5,40,13,3197,267.90,25.3,39.52,34
CUST-01974,Maya Chen,2095,2025-08-16,2026-01-15,6,30.93,185.58,2,Allergy & Sinus,Sun Care,,45,46,Occasional Visitors,2,4,4,169,111.50,-2.8,38.05,24
CUST-01975,Emily Martin,2200,2026-02-17,2026-02-28,2,50.23,100.46,2,Fragrance,Prescription,,1,57,New Customers,1,1,2,105,86.28,8.1,42.28,34
CUST-01976,Mackenzie Nolan,2170,2025-09-28,2026-01-15,12,47.34,568.08,2,Oral Care,Baby & Child,,45,41,Occasional Visitors,0,12,2,456,203.08,-9.5,35.97,25
CUST-01977,Zoe Ryan,2125,2025-08-13,2026-02-20,114,55.94,6377.16,8,Fragrance,Eye Care,OTC Medicines,9,94,Power Shoppers,15,99,11,6245,171.50,-28.1,40.20,29
CUST-01978,Thomas Adams,2020,2025-02-15,2026-02-27,118,104.91,12379.38,5,Beauty & Skincare,Eye Care,Weight Management,2,89,Power Shoppers,19,99,9,13802,461.48,28.8,47.67,28
CUST-01979,Charlotte Campbell,2042,2025-12-16,2026-02-23,5,56.82,284.10,2,Beauty & Skincare,Sun Care,,6,60,New Customers,3,2,0,253,90.32,-19.2,44.03,24
CUST-01980,Vivian Byrne,2153,2024-08-22,2025-12-24,24,59.70,1432.80,2,OTC Medicines,Health Devices,,67,24,At-Risk,2,22,0,1539,248.87,-14.5,47.63,20
CUST-01981,Zoe Mitchell,2195,2025-12-16,2026-01-30,4,48.96,195.84,4,OTC Medicines,Baby & Child,Vitamins & Supplements,30,43,New Customers,4,0,2,286,190.24,21.5,37.84,30
CUST-01982,Autumn Power,2090,2025-04-27,2025-09-04,39,70.00,2730.00,5,First Aid,Vitamins & Supplements,Sun Care,178,22,At-Risk,4,35,11,3562,188.03,-4.5,43.20,24
CUST-01983,Leah Patel,2210,2023-11-29,2025-09-28,14,72.03,1008.42,2,Prescription,Baby & Child,,154,25,At-Risk,0,14,11,834,335.96,-3.6,37.27,33
CUST-01984,Sarah Hernandez,2120,2023-11-09,2026-02-28,102,121.83,12426.66,12,Baby & Child,OTC Medicines,First Aid,1,78,Power Shoppers,16,86,15,14997,134.25,-0.4,46.62,21
CUST-01985,Ellie Rivera,2210,2025-03-09,2026-02-12,13,42.83,556.79,4,Eye Care,Personal Care,Fragrance,17,53,Occasional Visitors,0,13,10,639,79.24,7.2,35.96,32
CUST-01986,Madelyn Allen,2095,2025-04-22,2025-11-16,33,75.47,2490.51,3,Allergy & Sinus,Oral Care,First Aid,105,28,At-Risk,3,30,8,3187,371.96,22.8,46.96,23
CUST-01987,Ryan Hill,2060,2025-08-30,2026-02-26,43,34.34,1476.62,8,Beauty & Skincare,Vitamins & Supplements,First Aid,3,61,Regular Shoppers,5,38,3,1460,161.00,3.4,34.77,19
CUST-01988,Mia Liu,2234,2026-01-02,2026-02-04,2,50.91,101.82,4,Oral Care,OTC Medicines,Fragrance,25,58,New Customers,5,-3,0,127,60.15,-15.3,41.74,19
CUST-01989,Naomi Carter,2010,2025-05-24,2026-02-21,52,52.45,2727.40,3,Personal Care,Vitamins & Supplements,Digestive Health,8,66,Regular Shoppers,0,52,10,2448,240.40,14.0,44.55,32
CUST-01990,Claire Thomas,2000,2024-09-30,2026-02-13,21,22.99,482.79,4,Weight Management,Oral Care,Digestive Health,16,37,Occasional Visitors,0,21,15,463,82.72,-7.5,32.18,25
CUST-01991,Ellie Gonzalez,2220,2025-05-24,2026-02-20,64,83.37,5335.68,5,Personal Care,Digestive Health,Health Devices,9,95,Power Shoppers,17,47,6,6459,319.25,11.6,37.10,24
CUST-01992,Samantha Zhang,2100,2025-08-26,2026-01-03,36,54.10,1947.60,5,OTC Medicines,Prescription,Personal Care,57,18,At-Risk,4,32,15,1742,256.61,19.1,43.61,28
CUST-01993,Benjamin Williams,2125,2025-12-26,2026-02-21,5,29.33,146.65,4,First Aid,Sun Care,Vitamins & Supplements,8,65,New Customers,3,2,4,160,86.93,-6.8,43.48,33
CUST-01994,Madeline Kelly,2195,2025-05-03,2026-01-20,22,17.84,392.48,1,Fragrance,,,40,29,Occasional Visitors,3,19,4,451,21.97,-2.6,35.02,31
CUST-01995,Madelyn Thompson,2070,2025-06-23,2026-02-08,18,24.98,449.64,1,Allergy & Sinus,,,21,52,Occasional Visitors,3,15,6,535,68.87,12.1,37.44,23
CUST-01996,Vivian Perez,2232,2024-06-22,2026-02-20,75,59.39,4454.25,11,First Aid,Sun Care,Fragrance,9,94,Power Shoppers,20,55,15,6494,72.43,-1.4,36.29,20
CUST-01997,Mackenzie Brennan,2090,2025-10-25,2026-02-24,45,51.75,2328.75,4,Beauty & Skincare,Prescription,Eye Care,5,69,Regular Shoppers,5,40,0,2922,79.82,9.0,35.50,24
CUST-01998,Savannah Brennan,2140,2025-03-12,2026-01-20,20,35.05,701.00,2,Fragrance,Prescription,,40,35,Occasional Visitors,2,18,2,733,88.39,-3.3,45.67,19
CUST-01999,Hailey Hill,2200,2025-06-21,2026-01-24,17,18.86,320.62,2,Baby & Child,Weight Management,,36,40,Occasional Visitors,3,14,6,471,36.14,-21.4,32.08,20
CUST-02000,Brianna Power,2060,2025-01-25,2026-02-20,34,47.32,1608.88,3,Prescription,Digestive Health,Vitamins & Supplements,9,79,Regular Shoppers,2,32,15,1607,183.37,-1.2,47.48,32
CUST-02001,Trinity Zhang,2140,2024-01-19,2026-02-19,120,61.89,7426.80,11,Oral Care,Fragrance,OTC Medicines,10,91,Power Shoppers,9,111,15,7643,120.91,12.0,37.56,30
CUST-02002,Victoria Dunne,2234,2025-09-30,2025-11-28,49,34.45,1688.05,5,OTC Medicines,Oral Care,Baby & Child,93,9,At-Risk,5,44,11,1802,51.47,27.6,43.54,27
CUST-02003,Willow Wang,2110,2025-07-12,2026-02-06,15,18.54,278.10,1,OTC Medicines,,,23,52,Occasional Visitors,2,13,15,262,76.01,-3.3,45.75,27
CUST-02004,Brianna Baker,2030,2024-09-07,2026-02-19,32,74.42,2381.44,7,Allergy & Sinus,Weight Management,First Aid,10,56,Regular Shoppers,2,30,0,2447,185.33,25.3,43.66,24
CUST-02005,Margaret Martin,2216,2026-02-20,2026-02-18,8,53.22,425.76,3,Prescription,Digestive Health,Oral Care,11,46,New Customers,3,5,7,637,265.24,-8.0,32.14,31
CUST-02006,Thomas Byrne,2190,2025-06-08,2025-12-20,50,35.00,1750.00,3,Oral Care,Health Devices,OTC Medicines,71,17,At-Risk,3,47,3,2056,37.81,28.8,44.52,27
CUST-02007,Lily McCarthy,2100,2023-12-18,2025-09-16,30,33.60,1008.00,6,Vitamins & Supplements,Beauty & Skincare,OTC Medicines,166,16,At-Risk,1,29,1,1425,69.11,11.9,32.94,19
CUST-02008,Piper Nelson,2216,2025-06-30,2026-02-09,7,24.77,173.39,1,Allergy & Sinus,,,20,40,Occasional Visitors,1,6,1,228,29.19,27.8,40.85,24
CUST-02009,Madison Perez,2114,2024-08-29,2026-02-23,75,116.43,8732.25,11,Vitamins & Supplements,Personal Care,Digestive Health,6,93,Power Shoppers,9,66,8,10523,208.61,1.3,40.67,19
CUST-02010,Maria Roberts,2150,2024-06-03,2026-02-20,34,56.79,1930.86,8,Eye Care,First Aid,Fragrance,9,74,Regular Shoppers,3,31,13,1992,124.20,26.3,35.03,32
CUST-02011,Riley Gonzalez,2176,2023-10-09,2025-11-06,33,76.80,2534.40,2,OTC Medicines,Prescription,,115,25,At-Risk,2,31,11,2451,209.41,-23.6,34.88,30
CUST-02012,James O'Neill,2020,2025-06-04,2026-02-20,62,107.26,6650.12,9,Fragrance,Sun Care,Eye Care,9,96,Power Shoppers,7,55,10,5417,411.80,10.2,46.85,19
CUST-02013,Anna Allen,2224,2024-07-15,2025-10-04,40,46.33,1853.20,6,Oral Care,First Aid,Allergy & Sinus,148,20,At-Risk,5,35,13,1847,196.56,0.8,39.34,22
CUST-02014,Ryan Zhang,2090,2024-12-23,2026-02-04,4,25.80,103.20,1,Health Devices,,,25,50,Occasional Visitors,4,0,4,102,66.97,10.7,47.01,23
CUST-02015,Brooklyn Kelly,2205,2025-05-24,2026-02-22,65,84.18,5471.70,11,Eye Care,Digestive Health,Vitamins & Supplements,7,88,Power Shoppers,20,45,13,5943,254.66,-14.3,41.19,29
CUST-02016,Penelope Hernandez,2040,2023-09-23,2025-10-15,35,45.42,1589.70,6,Weight Management,Health Devices,Eye Care,137,13,At-Risk,4,31,4,1513,65.34,-13.0,39.48,26
CUST-02017,Sofia Murray,2220,2025-02-02,2026-02-02,9,30.14,271.26,4,Personal Care,Baby & Child,Weight Management,27,37,Occasional Visitors,2,7,5,364,141.68,-4.2,36.98,25
CUST-02018,Lucy Fitzgerald,2153,2026-02-10,2026-02-16,3,21.25,63.75,1,Vitamins & Supplements,,,13,68,New Customers,5,-2,1,64,85.41,-28.0,42.76,26
CUST-02019,Sofia Miller,2050,2024-03-15,2026-02-20,41,35.94,1473.54,3,Oral Care,Digestive Health,OTC Medicines,9,60,Regular Shoppers,2,39,1,1351,174.23,-17.7,32.45,29
CUST-02020,Hazel Ramirez,2065,2024-12-27,2025-10-06,35,43.52,1523.20,4,OTC Medicines,Sun Care,Allergy & Sinus,146,23,At-Risk,3,32,15,1731,159.04,15.1,40.48,21
CUST-02021,Adeline Thomas,2025,2025-07-02,2026-01-12,8,40.54,324.32,4,Digestive Health,Weight Management,Eye Care,48,41,Occasional Visitors,5,3,5,322,177.03,-8.5,35.72,22
CUST-02022,Genesis Duffy,2030,2024-04-08,2026-02-14,36,36.05,1297.80,5,Eye Care,Weight Management,Allergy & Sinus,15,54,Regular Shoppers,3,33,3,1240,36.91,2.6,43.78,18
CUST-02023,Willow Sanchez,2145,2025-10-04,2026-01-31,16,27.17,434.72,2,Fragrance,Digestive Health,,29,29,Occasional Visitors,4,12,10,552,63.59,29.1,39.57,32
CUST-02024,Aaliyah Sanchez,2075,2025-12-15,2026-01-31,6,20.27,121.62,1,Prescription,,,29,62,New Customers,3,3,3,110,31.28,3.8,39.78,23
CUST-02025,Elizabeth Hernandez,2100,2025-06-25,2026-02-12,55,55.03,3026.65,3,Health Devices,Fragrance,First Aid,17,53,Regular Shoppers,3,52,13,4473,76.71,-24.2,46.99,27
CUST-02026,William Jackson,2110,2024-10-31,2026-02-16,21,62.81,1319.01,7,Eye Care,Oral Care,First Aid,13,53,Regular Shoppers,3,18,8,1684,295.04,-20.5,37.14,25
CUST-02027,Samantha Carter,2040,2025-02-19,2026-02-08,16,36.77,588.32,3,First Aid,Sun Care,Personal Care,21,36,Occasional Visitors,1,15,7,806,167.70,14.8,44.88,22
CUST-02028,Andrew Rivera,2160,2024-04-09,2026-02-24,42,62.38,2619.96,4,Baby & Child,Personal Care,Beauty & Skincare,5,54,Regular Shoppers,1,41,12,3084,125.40,6.5,41.16,27
CUST-02029,Nora Wilson,2195,2025-06-17,2026-01-03,18,23.71,426.78,2,Weight Management,Eye Care,,57,49,Occasional Visitors,1,17,12,484,36.67,-17.9,41.64,19
CUST-02030,Quinn Mitchell,2216,2025-06-02,2026-02-15,13,49.26,640.38,4,Digestive Health,OTC Medicines,Eye Care,14,35,Occasional Visitors,0,13,6,949,177.62,-17.0,33.80,28
CUST-02031,Andrea Lopez,2230,2024-09-23,2025-12-03,36,43.41,1562.76,2,Eye Care,Fragrance,,88,11,At-Risk,1,35,12,2221,182.77,14.7,32.71,20
CUST-02032,Madelyn Singh,2042,2023-09-24,2026-01-08,44,64.58,2841.52,6,Allergy & Sinus,Digestive Health,Eye Care,52,24,At-Risk,1,43,2,4252,214.06,19.9,35.90,35
CUST-02033,Melody Perez,2075,2025-04-29,2025-11-25,49,59.95,2937.55,6,First Aid,Eye Care,Beauty & Skincare,96,23,At-Risk,3,46,5,2869,123.87,-1.9,39.46,34
CUST-02034,Allison Quinn,2077,2024-11-13,2026-02-10,51,69.21,3529.71,8,Allergy & Sinus,Eye Care,Personal Care,19,58,Regular Shoppers,2,49,5,4345,269.91,26.5,45.78,24
CUST-02035,Eleanor Sullivan,2114,2026-01-28,2026-02-08,4,41.33,165.32,1,First Aid,,,21,70,New Customers,5,-1,3,236,163.23,10.1,45.25,24
CUST-02036,Grace Singh,2080,2026-01-14,2026-02-05,4,24.75,99.00,1,Allergy & Sinus,,,24,61,New Customers,1,3,3,148,43.08,-7.3,39.62,31
CUST-02037,Valentina Kennedy,2205,2024-10-13,2026-02-12,50,73.56,3678.00,7,Beauty & Skincare,Oral Care,OTC Medicines,17,63,Regular Shoppers,4,46,9,4004,281.77,13.6,37.62,31
CUST-02038,Reagan Murray,2190,2025-03-17,2026-02-26,31,63.15,1957.65,7,OTC Medicines,Vitamins & Supplements,Beauty & Skincare,3,58,Regular Shoppers,5,26,8,1863,228.67,-18.9,32.49,23
CUST-02039,Lily Brennan,2030,2025-07-06,2026-02-26,20,36.85,737.00,7,Eye Care,Fragrance,Digestive Health,3,67,Regular Shoppers,0,20,12,625,173.19,1.9,46.49,19
CUST-02040,Hailey Young,2095,2024-04-25,2026-02-20,66,93.70,6184.20,7,OTC Medicines,Weight Management,First Aid,9,83,Power Shoppers,12,54,14,7182,388.83,-10.2,41.18,19
CUST-02041,Brooklyn Murray,2075,2025-07-08,2026-01-13,21,28.63,601.23,1,Weight Management,,,47,51,Occasional Visitors,3,18,4,645,89.22,-21.0,34.85,28
CUST-02042,Evelyn Murray,2130,2026-01-09,2026-02-11,4,24.31,97.24,1,Digestive Health,,,18,59,New Customers,4,0,3,88,32.28,9.6,39.41,23
CUST-02043,Samantha Murray,2140,2026-02-24,2026-02-14,1,47.75,47.75,2,Weight Management,Oral Care,,15,46,New Customers,1,0,0,67,65.82,-16.6,46.03,27
CUST-02044,Lily Sanchez,2125,2025-08-24,2026-01-20,10,31.18,311.80,3,Oral Care,Health Devices,Vitamins & Supplements,40,48,Occasional Visitors,0,10,4,304,85.08,9.0,45.57,20
CUST-02045,Trinity Quinn,2220,2025-03-23,2026-02-09,53,74.64,3955.92,4,Health Devices,Allergy & Sinus,Sun Care,20,74,Regular Shoppers,5,48,5,4432,106.22,-2.8,38.07,25
CUST-02046,Gianna Jackson,2020,2024-08-24,2026-02-20,117,77.73,9094.41,10,First Aid,Health Devices,Prescription,9,88,Power Shoppers,9,108,9,9109,307.07,6.9,42.84,22
CUST-02047,Lucy Thompson,2077,2023-12-15,2025-09-28,13,28.69,372.97,5,OTC Medicines,Beauty & Skincare,Allergy & Sinus,154,24,At-Risk,3,10,1,365,79.38,-2.2,35.42,18
CUST-02048,Caroline Li,2230,2024-09-29,2026-01-10,6,25.98,155.88,1,Personal Care,,,50,40,Occasional Visitors,4,2,1,160,56.80,-18.1,44.95,30
CUST-02049,Stella Lopez,2075,2024-03-27,2025-11-10,33,69.81,2303.73,4,Baby & Child,Personal Care,Beauty & Skincare,111,7,At-Risk,0,33,4,3407,348.70,24.0,34.87,28
CUST-02050,Elijah O'Neill,2030,2024-06-16,2025-09-15,21,39.95,838.95,2,Fragrance,Vitamins & Supplements,,167,30,At-Risk,3,18,4,973,140.89,13.3,43.11,25
CUST-02051,Gabriella Wilson,2010,2025-12-04,2026-02-03,8,41.70,333.60,1,Personal Care,,,26,63,New Customers,1,7,6,278,191.89,-14.7,46.39,35
CUST-02052,Zoe Lynch,2120,2024-04-24,2026-02-09,22,38.58,848.76,6,Eye Care,Vitamins & Supplements,Personal Care,20,79,Regular Shoppers,4,18,0,864,170.68,-25.2,39.37,19
CUST-02053,Kaylee Green,2150,2024-09-20,2026-01-07,15,35.79,536.85,4,Sun Care,Eye Care,Weight Management,53,50,Occasional Visitors,3,12,8,530,37.68,-24.9,44.27,25
CUST-02054,Willow O'Brien,2120,2024-03-26,2026-02-23,57,113.76,6484.32,12,Oral Care,Eye Care,Allergy & Sinus,6,82,Power Shoppers,9,48,7,8341,558.48,20.6,46.18,25
CUST-02055,Olivia Chen,2220,2025-07-01,2026-01-01,9,15.18,136.62,3,Prescription,Weight Management,Allergy & Sinus,59,35,Occasional Visitors,1,8,6,200,70.22,18.1,36.93,19
CUST-02056,Nevaeh Park,2210,2025-12-22,2026-01-21,7,43.09,301.63,2,Health Devices,Allergy & Sinus,,39,37,Occasional Visitors,0,7,1,305,165.42,-16.9,38.95,30
CUST-02057,Jack Gallagher,2234,2024-11-29,2026-02-07,22,42.86,942.92,1,Prescription,,,22,30,Occasional Visitors,4,18,2,1127,130.04,-12.0,36.84,31
CUST-02058,Elena Murphy,2050,2024-10-12,2026-02-19,47,69.42,3262.74,5,Prescription,Beauty & Skincare,Eye Care,10,79,Regular Shoppers,1,46,14,4551,267.75,23.2,33.05,28
CUST-02059,Vivian Johnson,2176,2024-12-04,2026-01-29,12,35.84,430.08,1,Baby & Child,,,31,45,Occasional Visitors,3,9,9,474,99.52,-5.2,32.28,27
CUST-02060,Chloe Burke,2112,2024-03-27,2026-02-08,36,63.54,2287.44,5,Prescription,Vitamins & Supplements,Fragrance,21,60,Regular Shoppers,2,34,14,3420,100.56,29.5,37.01,32
CUST-02061,James Kelly,2155,2024-03-12,2026-02-26,78,124.20,9687.60,12,Oral Care,Prescription,OTC Medicines,3,77,Power Shoppers,15,63,3,14175,353.12,-29.1,37.16,19
CUST-02062,Nevaeh Duffy,2228,2024-06-30,2025-09-17,38,61.57,2339.66,4,First Aid,Vitamins & Supplements,Eye Care,165,22,At-Risk,0,38,2,3409,227.29,9.8,33.72,28
CUST-02063,Amelia Harris,2232,2025-12-18,2026-02-07,1,32.90,32.90,4,Health Devices,Beauty & Skincare,Baby & Child,22,70,New Customers,4,-3,0,35,115.09,-22.9,41.62,28
CUST-02064,Hailey Martinez,2085,2025-09-26,2026-01-27,16,15.96,255.36,3,Baby & Child,Eye Care,Allergy & Sinus,33,27,Occasional Visitors,5,11,12,233,62.11,0.6,35.95,24
CUST-02065,Ellie Thompson,2140,2026-02-06,2026-02-09,5,21.33,106.65,3,Health Devices,First Aid,Sun Care,20,51,New Customers,5,0,2,144,24.81,1.8,34.70,29
CUST-02066,Victoria Gallagher,2150,2026-01-09,2026-02-13,8,69.63,557.04,4,Personal Care,Sun Care,Fragrance,16,45,New Customers,1,7,1,733,189.41,0.5,44.64,33
CUST-02067,Isabella Campbell,2145,2024-07-15,2026-02-08,51,47.93,2444.43,7,Digestive Health,OTC Medicines,First Aid,21,73,Regular Shoppers,5,46,2,3168,217.48,-28.5,34.21,20
CUST-02068,Elizabeth Zhang,2170,2023-11-10,2026-02-23,74,118.16,8743.84,11,First Aid,Fragrance,Vitamins & Supplements,6,80,Power Shoppers,20,54,15,9992,540.21,14.6,39.01,25
CUST-02069,Stella Martinez,2120,2025-02-15,2026-01-09,7,31.78,222.46,2,Vitamins & Supplements,Eye Care,,51,49,Occasional Visitors,4,3,2,228,104.30,-11.7,44.51,19
CUST-02070,Aria Sanchez,2130,2025-12-04,2026-02-20,1,58.76,58.76,2,Oral Care,Personal Care,,9,61,New Customers,0,1,1,58,66.90,2.0,40.81,27
CUST-02071,Isla Miller,2153,2024-11-26,2026-01-08,22,26.14,575.08,4,Fragrance,Sun Care,OTC Medicines,52,34,Occasional Visitors,5,17,9,822,59.19,30.0,40.69,35
CUST-02072,Alexander Kavanagh,2042,2024-12-16,2026-01-25,5,20.75,103.75,1,OTC Medicines,,,35,25,Occasional Visitors,0,5,3,89,51.16,-10.3,33.23,23
CUST-02073,Julia Campbell,2125,2025-11-17,2026-01-22,10,48.68,486.80,2,Personal Care,Digestive Health,,38,34,Occasional Visitors,5,5,3,459,146.04,5.7,45.69,24
CUST-02074,Noah Nelson,2112,2025-10-29,2026-02-18,42,58.51,2457.42,5,OTC Medicines,Personal Care,Eye Care,11,58,Regular Shoppers,0,42,12,3140,269.33,-26.5,37.77,35
